2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800,13056,13312,13568,13824,14080,14336,14592,14848,15104,15360,15616,15872,16128,16384,16640,16896,17152,17408,17664,17920,18176,18432,18688,18944,19200,19456,19712,19968,20224,20480,20736,20992,21248,21504,21760,22016,22272,22528,22784,23040,23296,23552,23808,24064,24320,24576,24832,25088,25344,25600,25856,26112,26368,26624,26880,27136,27392,27648,27904,28160,28416,28672,28928,29184,29440,29696,29952,30208,30464,30720,30976,31232,31488,31744,32000,32256,32512,32768,33024,33280,33536,33792,34048,34304,34560,34816,35072,35328,35584,35840,36096,36352,36608,36864,37120,37376,37632,37888,38144,38400,38656,38912,39168,39424,39680,39936,40192,40448,40704,40960,41216,41472,41728,41984,42240,42496,42752,43008,43264,43520,43776,44032,44288,44544,44800,45056,45312,45568,45824,46080,46336,46592,46848,47104,47360,47616,47872,48128,48384,48640,48896,49152,49408,49664,49920,50176,50432,50688,50944,51200
1401,1256,1019,1432,1495,1492,1221,1397,1491,1594,2459,2043,1845,1641,1775,2287,2416,1913,2036,2550,2464,2415,2199,2549,2494,2873,2695,2975,2592,2739,2911,2821,3440,2691,2607,3242,3181,3291,3395,3526,3677,3842,4144,4057,3526,3819,3828,3685,4265,4218,4004,5048,4940,4617,4431,4808,4308,4143,4581,5155,4636,5604,4668,4977,4587,4752,4639,5309,4968,5241,4842,5278,4870,5416,5292,5599,5552,5499,5689,5874,5961,5916,5464,5777,5843,6359,5403,6099,5638,6404,6140,6145,6599,6078,6319,6636,6881,6653,6902,6155,6798,7140,6838,6603,6920,7423,7503,7727,7235,6990,7514,7800,8650,8021,7802,7693,7997,7853,7570,7514,7545,7719,8494,8296,8208,8557,8735,8388,8282,7694,8172,8672,8559,8294,8283,8795,8930,8941,9510,9313,8873,9455,9399,9451,9953,8920,9698,9103,9894,10862,9953,10626,9723,9648,10336,10821,9856,9620,10121,9952,10920,10685,10300,10031,10387,11486,9718,10770,10635,11220,10464,10613,10748,10531,10655,10890,11127,10982,11664,11682,12052,11768,11192,11558,11602,11857,12641,12688,11639,12067,11876
473,531,681,718,614,755,952,1217,1082,895,968,1187,1175,1051,1281,1405,1376,1536,1536,1449,1659,1841,1914,1837,1752,1698,1949,2187,2410,2169,2013,2194,2357,2443,2438,2324,2461,2219,2612,3597,2769,3028,3316,3179,3416,3350,3169,3082,3014,3488,3601,4344,3800,3273,4015,4220,4165,4207,3482,3752,4032,4548,4135,3836,4155,3803,4327,4483,4566,4355,4439,4722,4644,4537,4978,4651,4877,4776,4998,4913,5111,5331,5161,5600,5042,5054,5488,5349,5691,5686,5440,5570,5498,5875,5456,5588,5460,6318,6051,5407,6299,5908,6291,6636,6183,6282,6600,6486,7123,6847,6368,6999,7113,7021,7259,6583,7019,7050,7255,6778,6895,7607,7221,7849,7002,7531,7637,7596,8059,7799,7921,8025,7866,7925,8391,7681,7790,8568,7989,8503,8833,8457,9443,8299,7780,8920,8399,8134,8803,8516,9275,9575,8526,9088,8858,9256,8584,9572,9671,9399,9446,10223,9660,9684,9577,9637,9711,10189,10378,9966,9916,10073,10604,9885,10096,10820,10060,10774,10829,10935,10384,10670,10412,10362,10994,10492,11820,11531,11632,10529,12325
516,599,730,737,730,986,703,935,1009,1068,1010,861,1076,1241,1329,1433,1248,1516,1217,1482,1700,1688,1687,2089,1688,2167,2090,1921,2261,2317,1756,2005,2459,2598,2561,2279,2699,2466,2820,2963,2895,3086,3127,2810,3630,3413,3039,2995,3160,3640,3859,4058,3379,3401,4024,3771,3937,4224,4082,3631,3980,4524,3701,3571,4204,4275,3920,4507,4367,4481,4555,5015,4664,4675,4934,4365,4728,4503,5086,4843,4924,4897,5025,5405,4863,4845,5346,5592,5185,5683,5657,6112,5781,5359,6489,6059,5755,6473,6169,5840,6597,6151,6207,6130,5952,7117,6269,6427,6798,6888,6575,6877,6571,7246,7359,6715,7312,6753,6880,7030,7460,7704,6481,7133,7422,7563,7389,7949,7599,7715,8313,8219,7618,8338,8038,7935,7601,8691,8324,8609,8856,8173,8860,8572,8385,8860,8737,8466,8605,8859,8562,8427,9813,9750,9448,9430,9356,9955,9439,9521,9147,10533,9513,9795,10097,9577,9945,9634,10000,10388,9966,9797,10148,10978,10407,10654,10320,10380,10382,10976,19761,10627,10972,11335,10831,10552,11519,12182,10508,11238,10886
604,653,682,808,899,962,1050,972,984,942,903,1091,1114,1063,1232,1201,1486,1379,1457,1562,1595,1599,1749,1955,1681,2049,2212,2136,1870,2240,2074,1978,2121,2750,2342,2596,2463,2631,2800,2675,3052,2961,3334,2921,3061,3264,3222,3439,3526,3571,3499,4212,3805,3876,3900,3913,4101,4172,4535,3809,4007,4314,4055,3538,3798,4419,4420,4368,4363,4140,4549,4570,4047,4680,4519,5207,4778,4801,4789,4957,5125,5612,5131,5157,4874,5298,5423,5734,5404,5163,5592,5776,5551,6003,5673,6120,6016,6026,6257,5381,6494,6296,6104,6314,6617,6842,6682,7019,6138,6646,6859,6898,6642,6467,7202,6931,7265,7178,7132,6526,6590,7596,7140,7208,7985,7141,8134,7415,7426,7283,8067,7699,7676,7948,8087,8302,8119,8261,8530,8540,7963,8632,17890,8577,9077,9222,8716,7837,9009,8858,9216,9651,9483,9497,9467,9753,9220,9820,9698,9688,9162,9263,15270,9985,9293,9510,9513,9589,9464,9897,10390,10223,10045,10476,10540,10366,10420,10592,10458,10855,10798,11169,10750,10693,10532,10933,11210,10958,10886,11042,11134
491,538,664,639,728,699,884,1010,828,1014,1170,1203,1110,1286,1330,1258,1481,1478,1298,1547,1508,1604,1571,1886,1917,1797,1920,2202,1983,2119,2144,2159,2132,2543,2413,2260,2506,2669,2259,3138,3108,3085,2983,2734,3451,3217,3199,3145,3281,3736,3503,4155,3767,3624,4375,3737,3746,3770,4292,3858,3571,4348,3855,3939,4295,4248,4315,4529,4325,28105,4694,4625,4578,4505,4559,4503,4947,4872,4951,4906,5326,5198,5166,5185,4976,4714,5460,5773,5274,5599,5018,5661,5826,5671,5809,6063,6205,6143,5973,5502,6138,6110,6267,6272,6174,6435,6458,6756,6885,6859,7125,6868,7034,6984,6771,7170,7140,7263,6996,7018,7121,7254,6945,7948,6711,7882,7777,7024,7603,8120,7899,8021,7992,7795,8025,8084,8059,7934,8355,8399,8192,8408,9163,8399,9010,9058,9431,8322,9105,9003,8588,9041,9961,9048,9026,9135,9300,9185,9342,9692,9534,9832,10097,9303,9865,9984,10757,10382,9986,10415,10037,10391,10638,10216,9700,10358,10395,11020,10181,10904,11539,11137,11384,10751,10958,11253,11296,11537,11025,11353,10913
542,579,720,793,762,875,884,847,953,971,868,1265,1212,1202,1159,1327,1439,1403,1387,1646,1561,1765,1544,1365,1731,1724,2072,2104,1999,2031,1756,1947,2302,2336,2358,2526,2574,2661,2619,3045,2923,3022,3352,3311,3664,3175,3258,3395,2919,2901,3620,4311,3729,3560,4038,3472,3921,4127,4420,4212,3728,4350,3658,4327,4158,3965,4460,4400,4213,4483,4417,4330,4268,4793,4694,4815,5056,4856,5082,5159,4935,5317,4785,5410,5041,5542,5221,5533,5724,5685,5781,5758,6025,5940,5562,5596,5573,6145,6500,5702,5964,5768,6592,6176,6296,6240,6082,6425,6567,6803,6659,6883,6660,7052,6679,6816,6884,7454,7113,6719,7540,7475,7735,7189,7138,7132,8515,7596,7824,8153,7792,8101,7664,8217,7878,8396,8338,8340,7994,8255,9111,8062,8409,7856,8367,8553,8767,8078,8907,8880,9609,9265,8429,9741,9097,9116,9395,9636,9359,9660,9521,9898,9667,10525,10298,10128,9664,9593,9807,10666,10450,10096,10339,10678,10686,11205,10426,11554,10856,11215,10279,10978,10902,11093,11133,11624,10902,11224,11422,11701,12459
632,756,753,654,734,704,977,870,902,855,1095,1184,1225,1304,1392,1406,1458,1383,1331,1407,1790,1682,1751,1788,1668,1665,1989,1636,1791,2087,1822,1866,2307,2510,2499,2281,2388,2513,2711,2874,2690,3191,3277,2871,3263,3025,3017,3022,3305,3878,3751,3739,3790,3721,3909,4020,4243,3704,3963,3311,3966,4548,3769,3691,4359,3958,4034,4192,4122,4571,4677,4915,4517,4651,4526,4763,4780,4829,5862,4858,5125,5247,5304,5321,5077,5422,5283,5629,40007,5407,5521,5762,5433,5677,5657,6162,5625,6059,6277,5538,6187,6370,6168,6806,6571,6709,6194,6443,6442,6902,7119,7071,6352,7081,7171,7000,7153,6903,7249,6831,7489,7065,7172,7331,7746,7255,7421,7623,7976,7853,7521,8024,7893,8420,8140,8878,8307,8793,7869,9002,8558,8399,8941,8539,8885,8248,9406,8620,9155,9339,9651,9446,10357,9570,9144,9458,9344,10214,9485,9638,9792,9482,9293,10055,10414,10289,10098,10540,11169,10713,10777,9995,10476,10840,10814,10958,9794,10764,11370,11233,10316,10894,11184,11880,11386,11980,11991,11870,11627,11277,11893
407,619,785,790,814,832,911,809,1151,851,1147,1035,1168,1193,1229,1312,1808,1575,1336,1615,1815,1657,1710,1803,1561,2040,1986,1899,2138,2188,2010,2013,2366,2447,2371,2373,2244,2548,2391,3282,2891,2528,3025,2544,3323,2963,2985,3474,2715,3016,3540,3818,3441,3189,3822,4233,4125,3875,4283,4139,3872,3313,3690,3777,3996,4218,3758,4075,4329,4152,4383,4669,4959,4677,4532,4762,4612,5405,4992,4565,5312,5455,4848,5025,4982,5695,5154,5665,5534,5463,5446,5803,5697,5724,5828,6115,5769,5854,5890,5638,6621,6244,6275,6354,6847,6977,6811,6716,6573,6483,6771,7247,7077,7018,7234,7425,7654,6651,7179,7519,7353,7877,7658,7181,7279,7676,7249,8036,7711,8127,8211,8297,7950,8322,8519,8227,8651,8224,8763,8598,8420,8901,8549,8819,9503,8755,8650,8030,9122,8836,9830,9783,9436,9773,9412,9675,9982,9890,8854,9828,9817,9492,9736,10357,9422,10620,10019,10375,10218,10486,10005,10182,10476,10759,10141,10919,11218,10562,11168,10916,10493,11587,11197,11450,11071,12381,11869,11552,11417,11645,11483
702,585,710,718,702,822,701,743,1030,1096,1043,947,1045,1373,903,1394,1502,1460,1661,1525,1559,1498,1794,1805,1772,2190,1829,1779,1976,2176,2051,2228,2285,1974,2499,2487,2530,2614,2595,2301,2955,3064,3247,2885,3266,3129,3004,2903,3248,3041,3354,4402,3220,3582,2810,4261,4069,3356,3388,4483,3976,4149,3746,4180,3795,3962,4060,4435,4196,4414,4634,4379,4652,4119,4796,4556,4926,5109,5009,4941,5120,5188,5225,5296,4911,5263,5031,5490,5169,5605,5548,5686,5566,5750,5749,5969,5781,5497,6249,5792,6393,6695,6649,6112,6556,6516,6576,6710,6966,6824,7163,6884,7355,7141,6633,7121,7679,7072,7902,7334,7478,7574,7978,7615,7607,8007,7767,7862,7989,7832,8605,7835,7933,8212,8108,8217,8444,8114,8888,8538,9015,9448,8855,9500,8962,8870,9359,8944,9696,9623,9640,9562,9146,9396,9559,10019,9542,9497,10089,9536,9840,10078,9386,10150,9937,9984,10547,9743,9654,9714,9867,10727,10442,9841,10474,10904,10933,11732,10457,11286,12000,11591,11107,11049,11037,15637,10918,11748,11260,11221,11346
