256,512,768,1024,1280,1536,1792,2048,2304,2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680
373013,683552,986870,1829872,2302932,3317925,4028454,5510104,6813781,8443277,9724035,11731124,13516398,15944411,17998470,20729904,23108276,25706000,28412310,32485849,34624276,41619329,41016126,44852105,48777313,52101118,55987567,60506612,64543777,68754922
268443,555291,945235,1522226,2306066,3430362,4048503,5417821,6488081,8343323,10031201,11665403,13446961,16041818,18577392,21078289,23357970,26855595,29088787,32376127,35230678,38668415,41517638,44724610,48712827,52780513,56239101,60050941,64720890,73375359
326473,583550,1063719,1463771,2287205,3083978,4112025,5458984,6972324,8072178,10515621,12647580,14466927,16171412,18464510,20129111,22541510,25468449,28343759,31257100,34002872,37845756,40602454,43759066,47523982,51811100,55386320,59241948,63940954,68295102
321232,631671,939251,1432367,2419680,3044735,3948094,5302094,7487430,7933258,9700066,11594101,13666561,15076877,17346251,19677085,22108375,25006773,28002144,30396041,33423684,36519268,39707882,43256738,47215428,51597900,54641299,58758883,63379855,70091063
639661,546622,942403,1500412,2663803,3194621,4100954,5784715,6760171,7947318,10004345,11227695,13156282,14977686,17293915,19518643,21896223,25051420,27420129,30391057,33321676,36676089,39627923,43177886,47394040,50822788,55003907,59147339,63266751,70588811
237452,559252,924850,1431566,2264281,3074504,4687940,5525274,6842166,8202914,9486612,11205507,13110218,15124929,17324389,19516952,22009429,25022094,27475403,30458638,33336815,36639429,39672818,43220229,46933607,50799203,58536435,58693373,63113445,69329845
226031,590029,953299,1514357,2147011,3059306,4220053,5210465,6577815,8016578,9558121,11248727,13134284,14988742,17274360,19614827,22032280,25126982,27414883,30702670,33097123,36402048,39629161,43189398,46909054,50853038,55648267,58869952,63350079,68770315
227259,663076,959294,1436684,2195904,3079644,4385094,5117389,6496998,8252889,9550576,11103669,13151005,14999262,17654374,19625556,22100449,24958681,27537277,31257918,33104572,36708677,39714187,43183478,46851585,50725552,54781406,58689754,64203323,67924180
206516,634328,986721,1524704,2251321,3110647,3995365,5176913,6628386,8869571,9766046,11090158,13058813,15059476,20761561,19594747,22037300,24875298,27417347,30118071,33143541,36483312,39621073,43222751,46861339,50581766,55065121,58607084,63251918,67137468
204545,637625,1035093,1467767,2139190,3067953,4122713,5125939,6474882,7928345,9982760,11091346,13115991,15094709,17633046,19542782,22163486,24775024,27628081,30105998,33089962,38586973,39847828,43212571,46894746,50615213,55443750,58600081,63186136,67273024
202842,647127,954228,1577582,2196810,3028265,4003575,5108464,6470546,7916101,9906721,11112214,13970373,15234309,17635892,19556695,22287163,24755484,27228265,30095924,33074340,37319849,40264601,43390859,46826783,50604684,54879686,58676037,63333603,67493236
204321,643139,961540,1747165,2211413,3027014,4026951,5131983,6588187,7842538,9549154,11086686,16081458,15373193,17941102,19524887,21951051,24048599,27242017,30097478,33118097,36590657,39728902,43677411,46830152,50694141,54887922,58843106,70529272,67248342
203796,616159,944803,2424208,2173509,3058929,4073875,5204353,6578735,7916783,9515652,11088660,13493887,14939223,17210535,19642811,21858512,23907563,27228089,30094236,33078871,36881092,39726667,43223631,46798784,50701689,54948067,65144637,63997123,67246838
