2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800
31329,20119,16039,23640,38207,21656,25070,52176,27151,59405,28422,29485,58737,59528,32565,32424,63356,45241,61953,79460,36148,93561,65795,75904,85672,79194,46584,102641,97284,86515,78730,100635,89821,115341,92305,91011,112011,139954,54822,97282,110331
13684,14008,13833,18043,18194,18939,19038,24377,21515,27889,24817,25518,26915,33552,29541,30001,31061,34699,33033,43551,34545,48173,37517,38469,47563,39936,43648,58247,51340,44654,45154,67674,47956,70524,56966,50703,63951,83341,53319,54488,56301
13097,13914,13738,17882,17796,18645,18829,23310,21368,27432,24521,25399,27031,32877,29536,29990,30999,38881,33043,42633,35274,47708,37117,37793,46926,40034,43802,57823,51197,44159,44144,67242,47125,70459,49714,51001,63922,83441,53461,54472,55180
12815,13874,13663,17956,17611,18612,18626,23330,21363,27046,24310,190836,26631,32867,29341,29962,30593,34523,32806,42011,34702,47712,37221,37721,46866,39969,43407,57650,51097,44190,44506,67198,47585,69997,48927,51061,63641,83343,56259,59866,56229
13042,13863,13728,17916,17497,18480,18811,23216,21371,27023,24327,37791,26379,32755,29255,29946,30944,34633,32947,42537,34697,48090,37020,37487,46146,39892,44173,57518,51258,44449,44180,67205,47344,69712,49492,51205,63509,94755,53397,54287,55417
12794,13865,13678,17912,17558,18613,18688,23209,21481,27254,24443,25585,26367,33023,29273,29738,30789,34596,32873,42334,35127,47366,37095,37510,47058,40124,44124,57228,51356,43252,45133,66707,47244,70575,49081,50992,63654,83564,53085,54881,55437
12686,13843,13692,17929,17282,18674,18767,23093,21349,27169,24647,25679,26307,33037,29520,29559,31075,34572,32581,46163,34792,47653,36885,37714,46865,40330,44018,57679,51238,44553,45204,67593,47129,69982,49452,51485,64048,83415,53965,54975,55285
21246,13858,13689,17898,17538,18646,18657,22981,21357,26936,24357,25059,26171,33239,29642,29653,30912,34587,32771,42678,34366,47841,36691,37943,46765,39822,42982,57378,51353,44401,44396,67115,47335,69800,49254,50739,63302,83332,52861,54321,55352
13137,13866,13660,17880,17409,18690,18772,23059,21434,27002,24443,25373,26525,32776,28898,29550,30644,34644,32834,42267,34684,47543,36570,37718,46708,39900,43762,57613,50543,44104,44479,67539,47444,70120,49944,50799,63419,83654,52989,53962,55616
12721,13890,13666,17877,17200,18403,18707,23609,21321,27011,24830,24762,25956,32822,28813,29692,30595,34468,32842,42420,35046,47664,37157,37791,46579,40004,44423,58019,50926,43510,44955,67281,47333,70244,49137,50268,63458,83028,53179,54427,55705
12653,13856,13651,17892,17249,18512,18689,23358,21436,27117,24259,25583,26252,32976,28903,30020,30271,34572,32827,42123,35208,47503,37109,38039,46840,39529,43021,57064,55118,43943,44169,66783,47210,69944,49140,51278,63689,82388,53443,53656,55316
12769,13888,13654,17894,17398,18520,18704,22995,21372,27307,24469,25266,26518,33111,29187,30027,30502,34520,32881,42683,34931,47518,37333,37334,47015,39487,43467,56923,51152,43190,44860,74217,47048,70175,49037,51271,64091,82896,52903,54380,55540
12693,13846,13674,17890,17161,18718,18757,23230,21385,27057,24262,25167,26267,32934,29157,29659,30592,34624,32479,42758,35032,47655,36620,36797,46293,39894,43426,57854,51473,44305,45042,67338,46999,70369,49558,51160,63674,83620,53884,54385,55118
12802,13847,13674,17907,17140,18579,18678,23135,21436,27190,24276,25375,26679,32727,29235,29944,31032,34578,33196,42681,34923,47301,36472,37512,46805,39465,43632,61022,51228,44675,44317,67379,46888,70545,49056,51238,63928,83312,52778,53995,55371
12542,13844,13712,17861,17121,18675,18545,23193,21351,26992,24360,25481,26612,32812,32873,29740,30701,34583,32918,42682,34818,47553,36896,37103,46766,40172,43878,57641,51222,44761,44642,67252,47422,76555,49241,51585,63336,87162,53140,54519,55385
12692,13879,13677,17871,17211,18638,18713,23133,21387,26882,24522,25124,26214,32555,29248,29856,30834,34612,32404,42308,34852,47543,36847,37832,46754,39758,44237,57684,51073,44180,53189,67555,47223,70307,49599,50757,63700,82732,53958,54535,55245
12528,13838,13693,17901,17267,18623,18856,23061,21299,27028,24386,25065,26495,32643,28846,30331,30948,34641,32363,42402,34855,47412,36619,37839,47087,39729,43600,57297,51005,43557,44820,67718,47303,69691,49587,51083,63873,84137,52737,54633,55310
12545,13868,13630,17873,17198,18756,18741,22976,21335,26994,24224,25486,26375,33150,28879,29965,31130,34576,32413,42615,34253,47543,37250,37836,46774,39732,44115,57313,51324,44538,44719,67557,47047,69519,49449,51563,68994,82702,53500,53985,55236
12454,13850,13681,17888,17134,18689,18611,23133,21422,27004,24278,25660,26115,32557,29127,29922,30786,34476,32369,42211,35028,47389,37347,37447,46926,71315,43293,57398,51318,43948,44614,67083,47401,75368,49246,60125,63700,83184,53336,54506,55243
12553,13841,13686,17894,17173,18536,18728,22967,21376,26779,24646,25270,26292,32988,29274,29517,31024,34556,32760,42894,34767,47503,36738,37952,46725,40210,44024,57822,51230,43935,45093,66941,47160,70295,49497,50626,63624,83095,53291,54292,55340
12599,13871,13774,17878,17222,18639,18631,23217,21309,26817,26217,25276,25843,32762,29495,29722,30815,34534,32462,41996,34591,47789,36919,37350,46523,39564,44163,57909,51340,44646,44108,67386,46705,69761,49633,51057,63998,83712,52877,54298,55152
12802,13911,13769,17880,17366,18830,18847,22976,21347,26958,24865,44147,30066,32915,28966,30023,31150,34617,32709,42392,34644,47871,36992,37775,46313,39710,43741,57567,50444,43934,44606,67083,47098,69835,49796,51414,63612,83178,53784,54606,63956
