5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800,13056,13312,13568,13824,14080,14336,14592,14848,15104,15360,15616,15872,16128,16384,16640,16896,17152,17408,17664,17920,18176,18432,18688,18944,19200,19456,19712,19968,20224,20480,20736,20992,21248,21504,21760,22016,22272,22528,22784,23040,23296,23552,23808,24064,24320,24576,24832,25088,25344,25600,25856,26112,26368,26624,26880,27136,27392,27648,27904,28160,28416,28672,28928,29184,29440,29696,29952,30208,30464,30720,30976,31232,31488,31744,32000,32256,32512,32768,33024,33280,33536,33792,34048,34304,34560,34816,35072,35328,35584,35840,36096,36352,36608,36864,37120,37376,37632,37888,38144,38400
183,160,202,200,140,200,219,147,144,198,157,165,159,144,140,154,175,137,125,137,300,99,255,165,177,140,132,116,130,156,152,150,148,130,144,183,118,131,146,131,152,96,113,146,124,142,189,124,122,119,172,98,104,150,125,184,247,112,129,124,183,146,125,128,122,112,110,140,131,103,100,158,127,155,123,90,103,108,143,157,101,117,110,123,86,111,164,142,163,127,111,149,142,124,134,110,147,111,77,118,100,125,134,162,124,275,137,103,92,173,139,137,112,117,359,120,89,113,91,132,197,136,119,113,96,133,151,111,150,58,116
39,32,38,58,42,49,45,38,41,48,34,41,39,58,27,23,45,24,23,35,141,27,28,21,33,34,28,27,33,38,39,33,23,29,27,84,34,31,36,33,102,30,29,44,28,34,35,29,34,28,30,29,30,28,34,32,30,24,48,28,34,39,28,28,34,35,34,28,29,32,23,34,34,35,36,29,38,34,30,34,37,28,34,38,29,22,34,32,38,39,29,28,37,37,40,37,41,35,40,34,37,39,29,34,35,135,35,38,38,66,54,37,34,34,35,35,30,38,30,39,38,28,31,36,44,35,40,33,29,27,34
32,31,37,39,41,48,41,35,36,43,38,36,40,41,28,27,39,28,24,33,49,27,28,27,39,39,34,22,29,30,23,30,29,29,29,87,34,24,28,28,22,29,34,53,29,34,29,23,34,29,28,27,33,39,24,38,30,29,24,33,34,38,29,39,29,37,34,28,34,38,23,29,35,29,34,30,27,37,34,34,30,34,46,39,34,23,34,33,34,38,28,29,38,28,34,30,44,29,38,23,35,34,35,35,30,37,29,28,48,49,43,28,29,35,34,36,28,38,34,37,38,23,39,28,37,34,32,34,33,38,34
39,34,38,28,36,45,37,40,35,39,37,36,39,45,29,26,40,28,31,23,45,22,35,27,81,40,23,25,29,24,29,26,29,32,24,28,34,36,28,33,93,24,23,50,29,29,24,28,34,29,28,32,34,27,34,33,35,34,28,28,36,34,30,33,30,34,34,34,34,39,29,29,29,29,35,34,28,40,34,35,39,29,34,38,39,35,35,37,36,38,24,34,38,37,34,35,41,35,41,34,34,29,34,37,36,33,34,38,30,45,45,33,34,37,37,36,30,39,34,42,25,35,41,36,29,33,37,35,34,37,34
34,41,32,32,42,46,33,40,37,39,37,39,40,39,33,22,50,29,23,27,47,21,23,25,33,45,34,22,35,30,24,22,29,27,22,29,34,38,28,39,28,28,25,44,26,30,33,23,29,25,35,32,37,27,29,39,34,24,36,27,29,36,24,39,29,37,23,29,34,40,34,31,29,34,34,38,40,40,36,29,36,34,28,33,35,37,37,39,37,41,34,37,38,39,34,29,44,25,39,36,33,23,30,36,29,41,29,39,34,52,43,39,23,35,36,35,36,39,37,37,52,34,43,38,35,34,30,34,34,38,38
33,32,39,38,38,48,37,36,36,35,39,31,39,37,32,26,32,24,24,22,48,27,24,25,34,36,23,26,35,29,28,26,29,32,29,23,29,34,23,27,41,29,29,39,30,29,30,28,34,24,23,33,35,27,28,29,35,34,36,38,37,35,29,39,31,34,29,29,29,41,34,34,23,30,34,26,38,37,28,30,34,88,30,33,35,40,34,39,28,38,36,35,34,41,36,36,32,23,41,29,34,36,34,36,35,38,34,41,34,44,43,40,28,35,39,35,39,37,37,39,34,35,38,28,34,29,37,34,34,38,34
38,40,31,40,36,58,42,37,36,37,40,37,36,40,27,25,71,34,23,27,48,27,29,20,39,38,30,26,29,28,28,26,29,32,34,24,35,34,28,28,35,28,34,53,28,86,34,35,34,28,28,83,37,38,29,38,29,24,29,32,38,28,28,39,29,40,34,29,34,40,27,28,34,32,37,35,33,38,23,25,34,35,29,38,37,34,34,38,24,35,88,35,40,39,35,34,52,31,38,29,28,35,36,36,29,98,31,40,51,43,48,37,29,29,34,35,39,39,33,38,34,34,39,57,36,37,33,35,34,39,29
41,40,39,41,35,44,35,39,38,39,39,40,36,35,27,22,49,34,22,32,47,31,28,21,35,39,28,26,34,34,30,34,29,32,30,28,36,34,28,27,30,30,28,38,29,28,31,35,28,24,29,39,36,27,34,40,23,34,30,31,35,22,29,38,35,34,26,34,30,40,35,24,29,30,35,35,39,38,34,29,34,37,29,39,34,26,34,28,54,39,22,29,37,39,34,34,39,36,39,36,36,35,34,35,34,40,34,40,38,51,49,38,35,34,35,36,36,39,35,42,35,29,38,36,29,29,27,36,33,36,36
40,37,37,35,40,46,36,49,34,40,42,37,38,34,27,27,46,23,28,20,51,27,30,22,40,42,23,27,34,23,23,22,30,31,30,30,29,35,39,38,33,29,23,38,23,29,24,28,35,30,28,31,35,32,28,39,28,29,24,28,35,35,35,38,37,37,34,28,35,39,28,35,34,29,35,30,34,37,29,34,29,36,35,37,34,35,34,28,34,39,24,41,36,34,38,64,37,31,42,36,35,30,36,34,37,39,36,42,34,46,45,56,28,36,34,34,32,39,28,39,35,37,57,24,37,35,32,34,31,33,29
