256,512,768,1024,1280,1536,1792,2048,2304,2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800,13056,13312,13568,13824,14080,14336,14592,14848,15104,15360,15616,15872,16128,16384,16640,16896,17152,17408,17664,17920,18176,18432,18688,18944,19200,19456,19712,19968,20224,20480,20736,20992,21248,21504,21760,22016,22272,22528,22784,23040,23296,23552,23808,24064,24320,24576,24832,25088,25344,25600
85,134,135,322,150,142,213,158,155,160,158,154,161,149,152,159,148,149,161,157,158,187,161,198,203,211,203,155,208,155,278,197,129,130,130,136,134,132,130,131,130,134,127,130,135,133,137,133,116,137,213,126,120,139,138,126,146,136,142,126,130,165,136,131,443,122,138,124,110,137,128,129,150,171,142,188,116,122,139,132,126,132,144,124,146,132,120,122,129,157,158,124,135,129,129,140,147,156,146,126
64,90,94,77,65,69,73,90,98,87,85,79,81,99,101,102,78,95,90,111,82,104,106,112,81,99,102,106,113,97,103,93,116,91,94,90,108,86,108,78,80,119,93,114,87,94,99,94,87,111,102,85,88,118,123,118,114,109,98,98,91,112,118,119,85,86,100,74,89,103,129,110,104,106,107,104,90,114,106,102,116,106,116,86,119,94,88,111,108,116,112,103,114,86,112,84,123,117,115,118
57,49,38,54,42,46,48,49,53,45,48,49,49,39,44,45,55,51,42,48,43,51,45,43,41,41,43,45,41,41,45,56,53,42,52,53,49,53,55,50,57,56,48,43,43,43,56,51,48,55,43,48,46,85,51,49,40,45,74,42,46,50,54,94,48,48,58,42,51,44,69,41,94,63,56,53,52,40,64,56,55,54,65,48,44,58,64,41,93,44,41,54,80,60,53,67,83,43,65,62
32,45,44,38,47,44,48,42,43,53,45,45,42,43,52,49,45,42,49,41,43,49,50,48,45,42,42,44,42,55,54,53,48,40,52,45,43,48,37,51,55,45,40,44,43,46,48,41,42,52,50,45,55,48,49,42,38,52,70,43,49,42,41,51,49,42,46,50,42,49,72,42,65,47,47,45,48,44,122,63,43,54,70,46,53,53,43,50,109,49,44,47,43,50,47,57,65,43,50,65
41,36,48,41,38,49,43,42,49,47,45,50,47,43,43,48,53,53,48,44,44,48,44,43,52,43,49,52,44,44,45,49,57,52,54,55,42,48,42,48,54,54,43,106,45,42,49,41,48,55,49,51,39,48,45,44,51,44,67,42,43,44,42,44,48,53,56,49,53,48,68,45,93,50,41,45,51,45,75,44,46,48,72,46,40,49,57,51,91,45,42,52,57,50,54,49,72,46,48,56
37,42,57,42,49,37,39,41,44,45,44,49,44,41,50,44,44,40,46,41,51,44,57,44,45,42,41,49,40,43,59,49,49,58,54,59,41,47,44,33,49,48,41,97,44,54,53,43,41,53,51,49,45,45,65,42,40,52,66,46,46,47,45,49,48,44,60,40,56,42,77,48,66,44,42,49,40,43,81,44,62,51,73,49,47,46,50,53,75,48,56,55,44,48,53,50,66,42,47,48
43,43,47,42,48,42,47,45,41,45,47,44,44,44,41,48,51,48,44,52,48,45,42,42,46,45,43,46,41,49,43,50,59,46,41,42,42,100,52,54,53,43,52,44,59,43,46,46,50,49,54,45,48,43,40,42,52,85,70,72,48,54,35,42,44,40,45,44,43,41,69,45,70,42,45,44,53,47,69,59,41,52,66,45,46,44,44,35,66,45,47,58,52,45,52,45,79,61,83,45
40,43,43,43,40,44,45,41,43,41,44,45,40,43,40,44,41,52,44,47,48,46,46,49,46,45,44,44,43,69,52,55,56,55,41,41,41,53,41,49,57,56,46,50,45,42,41,55,43,57,56,46,46,49,48,43,40,60,77,40,45,54,45,65,51,49,52,47,44,45,66,59,66,42,61,42,47,44,82,46,45,89,88,44,63,51,43,45,78,50,45,43,41,53,51,53,66,41,53,55
42,41,44,45,40,46,40,49,43,43,54,46,48,43,44,51,56,41,68,45,43,44,30,56,43,46,43,45,44,49,44,69,54,44,46,53,43,43,43,49,58,43,43,43,48,49,42,50,45,51,58,54,43,43,44,42,54,48,65,45,43,49,58,51,43,46,41,48,42,44,80,45,70,62,44,45,45,44,81,49,64,44,60,47,40,53,47,52,71,40,43,44,41,47,43,58,65,43,47,49
42,44,50,40,39,45,41,45,50,43,41,45,42,42,41,44,42,48,44,44,44,42,52,45,128,42,46,47,42,40,44,57,54,44,41,43,48,53,37,43,46,46,60,43,40,42,41,48,54,53,50,50,49,53,43,45,49,59,59,43,49,55,56,45,44,40,59,48,52,45,67,48,66,46,45,66,48,45,91,51,39,56,64,51,47,119,47,50,65,43,42,48,46,53,54,44,71,41,69,45
