2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800,13056,13312,13568,13824,14080,14336,14592,14848,15104,15360,15616,15872,16128,16384,16640,16896,17152,17408,17664,17920,18176,18432,18688,18944,19200,19456,19712,19968,20224,20480,20736,20992,21248,21504,21760,22016,22272,22528,22784,23040,23296,23552,23808,24064,24320,24576,24832,25088,25344,25600,25856,26112,26368,26624,26880,27136,27392,27648,27904,28160,28416,28672,28928,29184,29440,29696,29952,30208,30464,30720,30976,31232,31488,31744,32000,32256,32512,32768,33024,33280,33536,33792,34048,34304,34560,34816,35072,35328,35584,35840,36096,36352,36608,36864,37120,37376,37632,37888,38144,38400,38656,38912,39168,39424,39680,39936,40192,40448,40704,40960,41216,41472,41728,41984,42240,42496,42752,43008,43264,43520,43776,44032,44288,44544,44800,45056,45312,45568,45824,46080,46336,46592,46848,47104,47360,47616,47872,48128,48384,48640,48896,49152,49408,49664,49920,50176,50432,50688,50944,51200
7532,2123,2688,18336,10868,25171,26176,2561,33086,3361,14005,14868,15452,17336,20327,20321,17792,19828,20652,21913,23806,24179,22238,4664,6562,5420,26934,8814,26244,9421,28288,11115,11640,30202,30904,32691,37655,34498,33083,36068,35115,37789,37252,38651,38647,37906,40094,39947,37960,40341,42292,42310,8660,7858,44241,46274,13072,56001,12681,46139,46621,48759,48783,19167,49308,53001,28288,57399,53659,56079,21135,57699,54779,26972,59470,60812,61552,64594,65776,69172,67928,62090,66032,63879,66797,67988,66550,68095,67911,70739,70406,68375,73129,73067,75188,72066,73230,73254,74785,75980,76458,76356,79111,78743,80837,78939,81902,80115,84375,83332,91419,87923,91437,91750,94496,90663,95158,95143,96321,39728,97076,98548,96622,99734,45277,52183,53142,51520,55176,57312,55749,60243,60129,59980,62682,66088,66660,66570,70755,70567,68785,66246,113262,73902,66543,71054,73749,77423,75188,71481,73767,82380,80718,77053,84519,59661,55462,52917,125014,126737,126675,128057,131840,129889,130353,131332,130850,135910,133296,137750,139612,137110,137129,178958,140437,139596,138767,139835,142095,141260,140085,145238,143371,145092,145528,145586,148425,146567,147986,148476,150182
2574,2590,2581,3030,2915,3380,3673,4398,4448,4680,5526,5634,6065,6264,6665,6825,7037,6962,7072,7201,7863,8169,9063,8923,10153,9938,10989,10841,11281,10070,10429,11499,11500,12393,12902,13731,11771,12685,15268,12239,16485,16925,12196,17418,22823,12906,18666,18945,16310,19931,19961,17780,16535,15283,17889,17345,17173,20842,19400,21089,21917,21104,23443,22916,20250,17171,19435,18989,25313,20210,26453,21453,26928,23199,20470,22004,20623,22433,26241,21367,25636,30148,31026,30761,29856,31269,26227,32946,24848,32812,33078,33742,26451,34655,34928,34983,28026,36119,36021,27022,27586,36787,37879,37377,34995,38426,38729,39795,51101,36817,28889,28035,32169,31530,33347,34094,35195,32177,28745,40798,31467,31440,30289,33900,34587,36267,34049,38452,37206,38575,37942,38494,41724,38580,39993,40965,49698,40230,37316,39925,34485,37287,36592,40814,39130,40471,42571,48039,46033,44700,36623,46871,48011,42282,49119,48636,40198,48054,42473,49867,46492,45005,46440,46201,50860,50264,43165,53357,50602,48713,42921,52694,52894,46640,43957,46824,48606,45518,50692,52988,53353,53498,44738,46943,51801,55271,52054,49188,48446,56914,51007
2606,2736,2498,2760,2924,3247,3534,4255,3781,4780,5376,5396,6009,6298,6605,6330,7133,6374,7275,7669,7681,7465,9058,8899,9945,9632,10766,10392,11536,10120,9586,10370,10840,11471,12547,12898,12013,11961,14767,12779,15978,16897,11706,16661,17569,13338,18104,18709,15550,19900,19983,17697,16765,15348,17698,17371,17937,20648,21680,21031,21607,22105,23197,22462,20445,17440,17843,19023,23945,19951,26855,20491,27320,21906,20031,21234,20391,21188,24885,21014,24553,30376,31124,31322,30356,31688,26827,41258,24744,32263,33158,33517,25836,34789,35059,34641,27359,36094,36149,26540,27497,37592,37776,37637,35712,38442,41203,39303,39844,37495,35141,27431,31544,30826,31195,33572,33035,28877,29289,30941,29466,28958,29277,32553,33154,34813,31709,34245,34521,37119,36505,35808,38556,35822,37873,37966,38965,39003,34489,35762,33561,36627,35276,39372,37370,38193,41267,44713,43314,38558,41352,44811,44999,40891,45399,45367,38994,47798,43020,47418,42042,43760,43789,44637,49867,48945,42569,49463,48304,40934,42670,51818,51050,51564,44376,45655,48403,43443,48354,52261,51914,53512,45083,45677,49891,53107,49042,43310,47023,54632,47576
2570,2534,2404,2691,2995,3190,3622,3980,3775,4727,5155,5344,5619,6067,6503,6231,6852,6170,7280,7646,7638,7685,8741,8702,9550,9739,10651,10784,11384,9891,10519,10403,11081,11514,12432,13072,12101,12037,14761,12604,16063,16447,11561,16920,17488,16395,18553,18926,15875,19672,19757,17977,17116,15843,17511,16157,17596,20272,19958,20554,20526,20718,23926,20945,19784,16657,18437,18036,24897,19289,26130,20331,27149,20811,19981,20477,20188,20691,24015,21001,24144,30562,30569,31152,30747,31495,25690,32430,24606,31817,32987,33035,26209,34807,34160,34449,26240,35806,35845,26933,27109,36669,37267,37200,34857,37938,38548,41605,39099,37570,30875,27856,31496,30178,31632,32799,32709,27553,29323,30456,28770,29655,29897,33702,34136,34482,31270,34159,34692,42092,36101,36327,38256,36514,38014,38552,39689,39347,34156,35795,33406,36098,34274,39640,37583,38584,40908,43509,42856,35447,34834,44953,44283,41727,46519,46117,37449,44498,41707,46237,41623,42316,43500,43122,48095,47778,41925,47927,47580,39474,41202,49841,50171,40244,42737,43534,47036,43451,47278,49921,50742,51770,45725,45137,48573,51311,48795,41572,45815,53861,47488
2501,1994,2276,2322,2979,3061,3260,3770,3636,4669,5333,5563,6106,6102,6239,6422,6876,6061,7123,7294,7100,7368,8878,8690,10148,9858,11053,10742,11201,10776,10359,10569,11428,12564,12694,13466,12704,13043,15245,13073,16239,16660,11822,17433,17846,13342,18495,18866,15676,19568,20125,17922,16846,16355,17423,15828,16297,19634,18599,20648,21044,20115,24004,22052,19390,16975,18733,18041,23925,20278,26412,20163,26312,20519,19487,20701,20506,20430,23831,20990,23601,29547,30036,30227,29845,30864,24750,32070,25862,31311,32002,33032,26892,33542,33917,34199,26371,35009,35621,26145,26903,36036,36874,37024,34127,37506,37888,38611,38802,35524,27416,27353,30624,29844,30278,32394,32189,27536,28594,29683,29294,29160,29909,41877,33480,34057,31720,33969,35252,36398,36171,36573,38707,37057,37358,38377,39253,39927,33789,35215,33853,36522,35109,40156,37225,39108,41175,43888,42130,47351,35551,44355,44731,41125,45640,44858,37342,44871,41270,46748,38497,42318,43464,43643,47475,47853,42652,47983,46910,38853,41259,49397,48748,39023,42695,44371,47247,43147,47019,50711,51288,51516,42809,44463,47881,52386,49388,41664,45412,53938,47237
2468,2523,2440,2620,3193,2971,3110,3654,3787,4901,4916,5240,5621,5795,6404,6286,6973,5984,6847,7153,7015,7533,9141,8273,9670,9339,10782,10288,11901,10137,9837,9870,10686,12156,12363,13142,11667,11986,14686,12745,16392,16620,11709,17513,17759,13231,18345,19121,15679,19643,20392,17363,17265,15474,17236,15814,17479,20151,20972,20506,20755,20751,23170,23417,20218,17370,17185,18021,23078,20326,26778,20226,27084,19946,19862,20782,20418,20253,23472,26325,23026,30116,36968,30864,30277,31426,25952,32381,25931,31328,32195,32555,26206,36013,34246,34531,26913,34643,35048,26076,26851,35725,37210,37064,35112,37254,37998,38482,38538,36606,27473,36853,29866,28468,29834,32038,31287,27381,28481,29037,28442,28627,29286,33693,32358,33941,31023,33296,34817,35399,35667,35494,37167,36304,37370,36993,38666,38531,32979,34904,33112,35026,34090,38829,36560,37927,39710,42298,40907,37861,35029,43333,43165,40817,44484,44210,37773,43575,41351,43849,36937,40763,41531,42553,45968,46266,42313,56801,46053,39075,40654,47825,48574,39173,41757,43659,45598,43350,44745,47616,49790,49720,41903,43226,47966,49862,48230,41190,44023,52125,47447
2300,2208,2419,2792,2816,3277,3405,3842,3642,4490,5283,5246,5603,5796,6118,6561,11372,5945,6960,7296,7550,7608,8778,8678,9698,10067,10620,10875,12261,9894,9417,9931,10351,12245,12463,13228,11255,12007,14861,12948,15975,16875,11562,17345,17529,12891,18323,19206,14961,19735,19755,17833,17189,14862,16348,16411,18040,19702,17663,20596,20095,21492,23252,22038,20410,17308,17208,17506,24035,20286,26091,20729,26712,20607,19896,20797,20275,19732,23601,21756,23025,30308,30822,31058,30901,31382,26829,32088,25124,31996,32518,32375,26067,34188,34375,34607,26681,35289,35712,26345,27576,36153,37043,36663,36248,37867,37917,38528,38762,36892,27158,27554,29949,28202,29957,31288,30468,27251,28412,30255,28884,28579,29509,31857,33670,33928,30735,34122,34147,35057,35735,36464,37142,35777,37294,37051,38716,38899,33504,34797,33175,34787,34303,38707,36904,38017,40898,42329,41520,35021,34638,43225,43502,41014,43704,43710,36914,41547,40606,41912,36398,39487,39199,41302,44469,44737,41260,44311,45728,39149,46747,46082,45752,38840,46877,42854,45325,42336,43030,46077,48168,46374,41138,42544,45637,47585,46894,41852,43403,48325,45328
2507,2303,2233,2704,2660,3074,3194,3770,3624,4503,5533,5461,5818,6030,6490,6387,6832,6169,7438,7116,7492,7308,9008,8292,9214,10313,10505,10736,12393,10692,9597,9699,10800,12438,12306,13475,11843,12120,15149,12950,15952,16477,11562,17349,17546,12736,18453,18605,15666,19739,19791,18231,16822,16632,15931,15918,17394,19596,17288,20354,20286,21262,23991,22205,19321,17698,17226,17463,24218,20162,26301,19826,26373,20374,20266,20701,20368,20328,22667,21142,22615,29750,29792,30592,30100,30967,25742,31206,24004,42978,31636,32014,25985,33047,34044,34266,26258,34936,34686,26006,27128,35478,36377,36397,35055,37419,37297,37950,36319,35908,25984,26827,29003,28415,29176,30954,31014,27478,28065,28506,29072,29406,29167,31798,32448,33248,30469,32348,33087,34409,33993,34370,35696,35671,36144,36372,37440,38405,33052,34104,34120,34882,33973,38489,36538,38242,40327,41345,40904,35233,35071,41768,41675,39504,43383,42502,37072,41192,40458,42732,37105,39601,39847,41482,43739,44134,39784,44233,44611,39209,40792,44362,53509,39685,41389,42395,44977,41555,43156,45420,48050,46853,41553,42565,45612,45739,46521,42236,44319,46565,44711
2112,2318,2291,2430,3016,2905,3611,3710,3513,4693,5001,5462,5767,6050,6240,6326,6919,6350,6942,7256,7354,7806,8612,8070,9662,10096,10329,10511,12095,9960,9703,10134,10876,12344,12067,13631,11521,12224,15388,12614,16159,16938,11603,17530,17632,13040,18748,18710,15160,19535,19571,18542,16972,15353,16063,16407,17857,19400,17332,20715,20435,20587,23673,22486,19881,16883,17621,17612,23960,20364,26034,19854,26646,19944,20180,20169,20076,20357,22144,20658,22378,30079,29167,30189,30319,30608,25983,31136,23743,30386,31548,31854,25505,32887,33903,33624,25827,34056,33686,27154,27348,35422,36216,35328,34629,36583,36925,37175,36476,35509,26479,27037,28916,28471,29298,31042,30213,27561,28629,29621,28924,28937,29495,31435,32214,32755,31313,32835,33812,34363,34091,34615,35862,34900,36099,35892,37704,36942,32812,33884,33118,34262,33459,37756,35712,37143,38823,39924,39362,34795,34520,41389,42824,39343,43207,42120,36614,41554,39273,43237,37301,39047,39792,40056,43912,43172,40387,44147,43375,38199,40722,46710,46286,39001,40706,42403,44328,41455,49396,45074,48054,47610,41235,43430,46213,46512,46114,41517,44367,47343,45105
